,customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,max,min,median,mean,routine_flg,calc_date,membership_period
44,OA994859,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,9,3,5.0,5.5,1,2019-04-30,47
45,PL221419,XXXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,9,3,5.5,5.5,1,2019-04-30,47
46,HI570349,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,7,2,5.0,4.916666666666667,1,2019-04-30,47
47,TS945284,XXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,7,3,4.5,4.583333333333333,1,2019-04-30,47
48,PL152568,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,8,2,5.0,4.666666666666667,1,2019-04-30,47
49,GD967749,XXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,8,3,4.5,4.666666666666667,1,2019-04-30,47
50,HI635742,XXXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,6,2,4.5,4.416666666666667,1,2019-04-30,47
51,AS970810,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,6,2,4.0,4.333333333333333,1,2019-04-30,47
52,GD163149,XXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,8,2,5.0,4.916666666666667,1,2019-04-30,47
53,HD124700,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,8,2,4.0,4.5,1,2019-04-30,47
54,HD349501,XX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,8,1,5.0,4.833333333333333,1,2019-04-30,47
55,GD126553,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.333333333333333,1,2019-04-30,47
56,AS926104,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,6,3,4.5,4.416666666666667,1,2019-04-30,47
57,GD360440,XXXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,6,1,5.0,4.5,1,2019-04-30,47
58,IK701555,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,6,1,5.0,4.75,1,2019-04-30,47
59,AS777651,XXXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,7,2,3.5,4.166666666666667,1,2019-04-30,47
60,PL241896,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,7,2,4.0,4.333333333333333,1,2019-04-30,47
61,PL920046,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,8,2,4.0,4.333333333333333,1,2019-04-30,47
62,PL367795,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,1,4.0,3.4166666666666665,1,2019-04-30,46
63,HI324110,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,1,3.0,3.4166666666666665,1,2019-04-30,46
64,OA630902,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,8,3,5.0,4.666666666666667,1,2019-04-30,46
65,GD292781,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,7,2,5.0,4.666666666666667,1,2019-04-30,46
66,PL912172,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,2,4.5,4.5,1,2019-04-30,46
67,HI582217,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,4.5,4.666666666666667,1,2019-04-30,46
68,TS038130,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,2,5.0,4.75,1,2019-04-30,46
69,TS200932,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,2,5.0,4.916666666666667,1,2019-04-30,46
70,GD728611,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,6,1,3.5,3.8333333333333335,1,2019-04-30,46
71,HI525851,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,8,2,4.5,4.833333333333333,1,2019-04-30,46
72,PL540895,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,2,4.5,4.666666666666667,1,2019-04-30,46
73,PL410964,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,1,4.0,4.25,1,2019-04-30,46
74,HI728364,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,2,4.0,4.25,1,2019-04-30,46
75,HI373547,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,2,3.0,4.0,1,2019-04-30,46
76,GD489678,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,9,2,4.5,4.75,1,2019-04-30,46
77,OA504016,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,6,2,4.0,3.8333333333333335,1,2019-04-30,46
78,IK124414,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,8,4,5.0,5.083333333333333,1,2019-04-30,46
79,IK351897,XXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,8,2,4.0,4.333333333333333,1,2019-04-30,46
80,TS273269,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,5,1,3.5,3.1666666666666665,1,2019-04-30,46
81,IK055692,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,5,5.5,5.666666666666667,1,2019-04-30,46
82,TS035920,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,2,5.0,4.75,1,2019-04-30,46
83,GD555235,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,1,4.5,4.333333333333333,1,2019-04-30,46
84,AS099984,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,2,4.5,4.5,1,2019-04-30,46
85,TS471939,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.916666666666667,1,2019-04-30,46
86,OA931227,XXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,6,3,5.0,4.5,1,2019-04-30,46
87,HD455858,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,3,5.0,4.916666666666667,1,2019-04-30,46
88,PL487301,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,1,5.0,4.583333333333333,1,2019-04-30,46
89,GD813654,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,8,1,5.0,4.5,1,2019-04-30,46
90,HD378274,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,6,2,4.5,4.333333333333333,1,2019-04-30,46
91,OA236156,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,2,3.5,4.083333333333333,1,2019-04-30,46
92,PL889178,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,5,1,4.0,3.75,1,2019-04-30,46
93,OA776086,XXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,5,2,3.5,3.5,1,2019-04-30,46
94,AS677821,XXXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,2,4.0,3.9166666666666665,1,2019-04-30,46
95,OA818666,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,9,3,4.0,5.083333333333333,1,2019-04-30,46
96,PL342449,XX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,7,1,4.0,4.166666666666667,1,2019-04-30,46
97,PL825454,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,4.0,4.416666666666667,1,2019-04-30,46
98,TS437647,XXXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,8,1,5.0,4.666666666666667,1,2019-04-30,46
99,HI146430,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,1,5.0,4.583333333333333,1,2019-04-30,46
100,GD437531,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,1,4.5,4.416666666666667,1,2019-04-30,46
101,OA103624,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.166666666666667,1,2019-04-30,46
102,OA933190,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,4.5,4.583333333333333,1,2019-04-30,46
103,IK624416,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,3,4.0,4.083333333333333,1,2019-04-30,46
104,GD212992,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,9,3,5.0,5.25,1,2019-04-30,46
105,IK999272,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5,2,4.0,3.9166666666666665,1,2019-04-30,46
106,GD163914,XXXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,5,1,4.0,3.8333333333333335,1,2019-04-30,46
107,PL400479,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,6,2,4.0,4.166666666666667,1,2019-04-30,46
108,PL942936,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,3,5.0,4.583333333333333,1,2019-04-30,46
109,IK006139,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.333333333333333,1,2019-04-30,46
110,IK902787,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,2,4.5,4.083333333333333,1,2019-04-30,46
111,PL815569,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,6,2,4.5,4.25,1,2019-04-30,46
112,HI216184,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,2,4.0,4.0,1,2019-04-30,46
113,HI965956,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,3,5.0,4.666666666666667,1,2019-04-30,46
114,OA225076,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,1,4.5,4.333333333333333,1,2019-04-30,46
115,TS106731,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,2,5.0,4.416666666666667,1,2019-04-30,46
116,HI228454,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,8,2,4.0,4.583333333333333,1,2019-04-30,46
117,HI900494,XX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,8,3,6.0,5.75,1,2019-04-30,46
118,PL456313,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,1,3.5,3.75,1,2019-04-30,46
119,PL779242,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,3,4.0,4.5,1,2019-04-30,46
120,TS959961,XXXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,3,5.0,5.0,1,2019-04-30,46
121,AS099118,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,1,5.0,4.5,1,2019-04-30,46
122,IK331136,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,6,2,4.0,4.416666666666667,1,2019-04-30,46
123,AS834706,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.75,1,2019-04-30,46
124,TS179365,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,6,2,4.0,3.9166666666666665,1,2019-04-30,46
125,AS614421,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,5.5,5.083333333333333,1,2019-04-30,46
126,OA747936,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.25,1,2019-04-30,46
127,PL494564,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,3,4.0,4.416666666666667,1,2019-04-30,46
128,AS299544,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,2,4.0,4.083333333333333,1,2019-04-30,46
129,OA261861,XXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,8,1,5.5,5.416666666666667,1,2019-04-30,46
130,HD120698,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.833333333333333,1,2019-04-30,46
131,HI328204,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,8,2,5.5,5.083333333333333,1,2019-04-30,45
132,IK695797,XXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,6,1,4.5,3.8333333333333335,1,2019-04-30,45
133,HI778223,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,7,2,4.5,4.25,1,2019-04-30,45
134,GD235669,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,2,4.5,4.666666666666667,1,2019-04-30,45
135,AS637476,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,5,3,4.5,4.25,1,2019-04-30,45
136,AS171994,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,3,5.0,4.583333333333333,1,2019-04-30,45
137,PL245159,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,5.0,4.416666666666667,1,2019-04-30,45
138,GD470986,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,1,4.5,4.083333333333333,1,2019-04-30,45
139,HD287652,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,3,4.0,4.333333333333333,1,2019-04-30,45
140,AS933597,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,1,3.5,3.9166666666666665,1,2019-04-30,45
141,PL787344,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,6,1,3.0,3.3333333333333335,1,2019-04-30,45
142,IK313475,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,7,3,5.5,5.583333333333333,1,2019-04-30,45
143,OA986961,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,3,4.0,4.666666666666667,1,2019-04-30,45
144,OA266742,XXXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,8,3,5.5,5.583333333333333,1,2019-04-30,45
145,IK461411,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,5.0,4.833333333333333,1,2019-04-30,45
146,TS244750,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,3,4.0,4.75,1,2019-04-30,45
147,OA753193,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,2,5.0,4.666666666666667,1,2019-04-30,45
148,GD084870,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,6,2,4.5,4.166666666666667,1,2019-04-30,45
149,HD453390,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,7,2,4.0,4.0,1,2019-04-30,45
150,GD138948,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,8,1,5.0,4.916666666666667,1,2019-04-30,45
151,TS673226,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,8,3,4.0,4.75,1,2019-04-30,45
152,IK357051,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,2,4.0,4.25,1,2019-04-30,45
153,HI859298,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,5,1,4.0,3.8333333333333335,1,2019-04-30,45
154,AS065870,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,3,4.0,4.666666666666667,1,2019-04-30,45
155,GD700613,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,4.0,4.0,1,2019-04-30,45
156,TS554037,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,7,2,5.0,4.833333333333333,1,2019-04-30,45
157,PL827485,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,1,4.0,4.416666666666667,1,2019-04-30,45
158,AS828426,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,1,4.0,4.166666666666667,1,2019-04-30,45
159,GD009242,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,5.0,4.75,1,2019-04-30,45
160,HI092194,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,9,3,4.5,4.833333333333333,1,2019-04-30,45
161,PL812388,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,7,2,5.0,4.416666666666667,1,2019-04-30,45
162,OA025439,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,2,4.0,4.583333333333333,1,2019-04-30,45
163,TS023216,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,8,1,4.0,4.25,1,2019-04-30,45
164,TS440617,XXXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,5.0,4.666666666666667,1,2019-04-30,45
165,HI525283,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,4,5.0,4.833333333333333,1,2019-04-30,45
166,GD812702,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,1,5.0,4.416666666666667,1,2019-04-30,45
167,IK560941,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,6,3,5.0,4.666666666666667,1,2019-04-30,45
168,GD914874,XXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,8,3,4.0,4.666666666666667,1,2019-04-30,45
169,AS726714,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,6,2,4.5,4.333333333333333,1,2019-04-30,45
170,HI639424,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,8,1,5.5,4.833333333333333,1,2019-04-30,45
171,OA310354,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.5,1,2019-04-30,45
172,HI720107,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,1,5.0,4.583333333333333,1,2019-04-30,45
173,HD296157,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,2,4.0,4.25,1,2019-04-30,45
174,AS015315,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.833333333333333,1,2019-04-30,45
175,HD625027,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,8,3,5.0,4.75,1,2019-04-30,45
176,HI323901,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.833333333333333,1,2019-04-30,45
177,TS614929,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,3,4.5,4.416666666666667,1,2019-04-30,45
178,AS868124,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,2,5.5,4.916666666666667,1,2019-04-30,45
179,HI499195,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,3.0,3.6666666666666665,1,2019-04-30,45
180,PL445190,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,5,2,4.0,3.8333333333333335,1,2019-04-30,45
181,PL117922,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,1,3.0,3.9166666666666665,1,2019-04-30,45
182,GD837157,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,2,6.0,5.416666666666667,1,2019-04-30,45
183,OA375487,XXXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,6,1,4.5,4.083333333333333,1,2019-04-30,45
184,PL863573,XXXXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.166666666666667,1,2019-04-30,44
185,IK155697,XXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,6,1,5.0,4.25,1,2019-04-30,44
186,AS132988,XXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,7,2,5.5,5.333333333333333,1,2019-04-30,44
187,HI708658,XXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,7,1,4.0,4.166666666666667,1,2019-04-30,44
188,TS223691,XXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,6,2,4.0,4.083333333333333,1,2019-04-30,44
189,OA823412,XXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,8,3,6.0,5.5,1,2019-04-30,44
190,OA545809,XXXXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,6,3,4.0,4.333333333333333,1,2019-04-30,44
191,AS386696,XX,C02,F,2015-08-01,,CA1,0,1_주간,7500,2_일반,6,2,4.0,4.0,1,2019-04-30,44
192,IK219142,XXXX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,7,2,4.5,4.75,1,2019-04-30,44
193,HI428108,XXXXX,C02,F,2015-08-01,,CA1,0,1_주간,7500,2_일반,8,3,5.0,5.0,1,2019-04-30,44
194,TS803730,XXXXX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,6,3,5.0,4.75,1,2019-04-30,44
195,GD266112,XXX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,6,2,4.0,3.75,1,2019-04-30,44
196,GD687485,XXXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,7,2,5.0,4.916666666666667,1,2019-04-30,44
