,customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,max,min,median,mean,routine_flg,calc_date,membership_period
1239,AS931712,XXXX,C03,M,2016-12-01,2018-09-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,1,2.5,2.5,1,2018-09-30,21
1248,OA176831,XXXX,C01,M,2016-12-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,6,3,4.0,4.0,1,2018-09-30,21
1255,TS925357,XXXXX,C03,M,2016-12-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,2,2,2.0,2.0,0,2018-04-30,16
1256,GD705390,XXXXX,C01,M,2016-12-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,4,2,3.0,2.8333333333333335,1,2018-09-30,21
1264,IK052835,XXXX,C02,F,2016-12-01,2018-09-30 00:00:00,CA1,1,1_주간,7500,2_일반,6,2,3.5,3.5,1,2018-09-30,21
1269,HI529562,XXXXX,C03,M,2016-12-01,2018-11-30 00:00:00,CA1,1,2_야간,6000,2_일반,6,1,2.5,2.875,1,2018-11-30,23
1283,GD325128,XXXXX,C01,M,2017-01-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,3,3,3.0,3.0,0,2018-04-30,15
1298,OA215868,XXXXX,C01,F,2017-01-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,4,2,3.0,3.0,1,2018-05-31,16
1306,HI235051,XXXX,C03,F,2017-01-01,2018-06-30 00:00:00,CA1,1,2_야간,6000,2_일반,6,2,2.0,3.3333333333333335,1,2018-06-30,17
1327,IK703077,XXX,C01,M,2017-01-01,2018-12-31 00:00:00,CA1,1,0_종일,10500,2_일반,7,2,4.0,4.555555555555555,1,2018-12-31,23
1349,OA134132,XXX,C01,F,2017-02-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,5,2,4.5,4.0,1,2018-09-30,19
1350,GD375438,XXXXX,C02,F,2017-02-01,2019-01-31 00:00:00,CA1,1,1_주간,7500,2_일반,6,2,3.5,3.4,1,2019-01-31,23
1363,HD853800,XXXX,C01,M,2017-02-01,2019-01-31 00:00:00,CA1,1,0_종일,10500,2_일반,7,2,4.0,3.8,1,2019-01-31,23
1365,AS098763,XXXXX,C01,F,2017-02-01,2019-01-31 00:00:00,CA1,1,0_종일,10500,2_일반,8,2,3.0,3.7,0,2019-01-31,23
1367,IK526507,XXX,C03,M,2017-02-01,2018-05-31 00:00:00,CA1,1,2_야간,6000,2_일반,4,2,3.0,3.0,1,2018-05-31,15
1373,OA270348,XXXXX,C03,M,2017-02-01,2018-08-31 00:00:00,CA1,1,2_야간,6000,2_일반,5,1,2.0,2.8,1,2018-08-31,18
1376,HI736424,XXXXXX,C01,F,2017-02-01,2018-08-31 00:00:00,CA1,1,0_종일,10500,2_일반,7,1,2.0,2.8,0,2018-08-31,18
1378,OA154669,XXXXX,C01,M,2017-02-01,2019-01-31 00:00:00,CA1,1,0_종일,10500,2_일반,5,1,4.0,3.5,1,2019-01-31,23
1387,OA816818,XXXX,C01,M,2017-02-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,4,1,2.5,2.3333333333333335,0,2018-09-30,19
1391,PL338734,XXXXXX,C01,F,2017-02-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,4,3,3.5,3.5,1,2018-05-31,15
1423,HD672719,XXXXX,C02,M,2017-03-01,2018-10-31 00:00:00,CA1,1,1_주간,7500,2_일반,5,2,3.0,3.2857142857142856,1,2018-10-31,19
1425,HI607042,XXXXX,C03,F,2017-03-01,2018-09-30 00:00:00,CA1,1,2_야간,6000,2_일반,7,1,2.0,2.8333333333333335,0,2018-09-30,18
1426,GD390442,XXXXX,C01,M,2017-03-01,2018-10-31 00:00:00,CA1,1,0_종일,10500,2_일반,7,1,4.0,3.5714285714285716,1,2018-10-31,19
1427,AS321794,XX,C01,M,2017-03-01,2018-12-31 00:00:00,CA1,1,0_종일,10500,2_일반,9,1,4.0,3.5555555555555554,1,2018-12-31,21
1432,PL033359,XXXX,C01,M,2017-03-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,3,3,3.0,3.0,0,2018-04-30,13
1438,AS448355,XXX,C02,F,2017-03-01,2018-04-30 00:00:00,CA1,1,1_주간,7500,2_일반,2,2,2.0,2.0,0,2018-04-30,13
1439,IK341016,XXX,C01,M,2017-03-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,1,1,1.0,1.0,0,2018-04-30,13
1460,HI181600,XX,C01,M,2017-03-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,5,1,2.5,2.6666666666666665,0,2018-09-30,18
1466,TS454370,XX,C03,M,2017-03-01,2018-09-30 00:00:00,CA1,1,2_야간,6000,2_일반,5,1,3.5,3.3333333333333335,1,2018-09-30,18
1467,HI739497,XXXXX,C03,F,2017-03-01,2019-02-28 00:00:00,CA1,1,2_야간,6000,2_일반,8,2,4.0,4.090909090909091,1,2019-02-28,23
1481,HD044319,XXXX,C01,F,2017-03-01,2019-01-31 00:00:00,CA1,1,0_종일,10500,2_일반,6,1,3.5,3.4,1,2019-01-31,22
1484,OA512978,XXXX,C02,M,2017-03-01,2019-01-31 00:00:00,CA1,1,1_주간,7500,2_일반,7,3,3.0,3.6,1,2019-01-31,22
1500,AS717316,XXXX,C01,M,2017-04-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,4,2,3.0,3.0,1,2018-05-31,13
1501,IK912733,XXXX,C02,F,2017-04-01,2018-08-31 00:00:00,CA1,1,1_주간,7500,2_일반,3,1,2.0,2.0,0,2018-08-31,16
1519,HI717281,XXX,C02,M,2017-04-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,4,4,4.0,4.0,1,2018-05-31,13
1526,HD253398,XXXX,C03,M,2017-04-01,2018-05-31 00:00:00,CA1,1,2_야간,6000,2_일반,3,2,2.5,2.5,0,2018-05-31,13
1531,IK093147,XXX,C01,M,2017-04-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,4,1,2.5,2.5,0,2018-05-31,13
1535,PL597186,XXXXX,C01,F,2017-04-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,4,1,2.0,2.3333333333333335,0,2018-09-30,17
1539,HD319220,XXXXX,C03,M,2017-04-01,2019-01-31 00:00:00,CA1,1,2_야간,6000,2_일반,7,2,4.0,4.0,1,2019-01-31,21
1540,HD877359,XXXXX,C03,M,2017-04-01,2019-01-31 00:00:00,CA1,1,2_야간,6000,2_일반,8,2,4.0,4.2,1,2019-01-31,21
1541,PL619936,XXX,C02,F,2017-04-01,2019-01-31 00:00:00,CA1,1,1_주간,7500,2_일반,7,1,5.0,3.9,1,2019-01-31,21
1543,AS174345,XXXXXX,C01,M,2017-04-01,2018-12-31 00:00:00,CA1,1,0_종일,10500,2_일반,6,2,4.0,3.7777777777777777,1,2018-12-31,20
1547,HD617077,XXXX,C01,F,2017-04-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,1,1,1.0,1.0,0,2018-04-30,12
1548,PL990383,XXX,C03,F,2017-04-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,4,4.0,4.0,0,2018-04-30,12
1549,TS239042,XXX,C03,M,2017-04-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,3,3,3.0,3.0,0,2018-04-30,12
1550,OA322749,XXXXX,C02,F,2017-04-01,2018-04-30 00:00:00,CA1,1,1_주간,7500,2_일반,4,4,4.0,4.0,0,2018-04-30,12
1551,GD191107,XXXX,C03,M,2017-04-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,3,3,3.0,3.0,0,2018-04-30,12
1552,IK720807,XXXXX,C01,F,2017-04-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,2,2,2.0,2.0,0,2018-04-30,12
1553,GD966172,XXXXX,C01,F,2017-04-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,3,3,3.0,3.0,0,2018-04-30,12
1554,OA324181,XXX,C02,F,2017-04-01,2018-04-30 00:00:00,CA1,1,1_주간,7500,2_일반,1,1,1.0,1.0,0,2018-04-30,12
1555,HD412914,XXXX,C01,F,2017-04-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,4,4,4.0,4.0,1,2018-04-30,12
1557,PL087063,XXX,C02,F,2017-04-01,2019-02-28 00:00:00,CA1,1,1_주간,7500,2_일반,6,2,5.0,4.454545454545454,1,2019-02-28,22
1558,AS771307,XXXXX,C02,F,2017-04-01,2019-03-31 00:00:00,CA1,1,1_주간,7500,2_일반,7,1,4.0,4.166666666666667,1,2019-03-31,23
1562,HD699115,XXXXX,C01,F,2017-04-01,2019-02-28 00:00:00,CA1,1,0_종일,10500,2_일반,6,2,4.0,4.2727272727272725,1,2019-02-28,22
1564,AS634661,XXX,C02,F,2017-04-01,2019-02-28 00:00:00,CA1,1,1_주간,7500,2_일반,6,1,4.0,3.1818181818181817,1,2019-02-28,22
1565,AS369194,XXXX,C03,F,2017-04-01,2019-02-28 00:00:00,CA1,1,2_야간,6000,2_일반,8,1,3.0,3.3636363636363638,1,2019-02-28,22
1574,TS252991,XXXX,C02,M,2017-04-01,2019-02-28 00:00:00,CA1,1,1_주간,7500,2_일반,6,1,4.0,3.8181818181818183,1,2019-02-28,22
1575,HI812978,XXXX,C01,M,2017-04-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,3,3,3.0,3.0,0,2018-04-30,12
1578,HI392766,XXXXXX,C01,F,2017-04-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,3,3,3.0,3.0,0,2018-04-30,12
1583,PL469296,XXXXXX,C02,F,2017-04-01,2018-10-31 00:00:00,CA1,1,1_주간,7500,2_일반,5,2,3.0,3.2857142857142856,0,2018-10-31,18
1588,AS938269,XXXXX,C03,M,2017-04-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,3,3,3.0,3.0,0,2018-04-30,12
1590,IK014287,XXXX,C01,F,2017-04-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,2,2,2.0,2.0,0,2018-04-30,12
1593,HD772140,XXXXX,C02,F,2017-05-01,2018-09-30 00:00:00,CA1,1,1_주간,7500,2_일반,5,1,2.0,2.3333333333333335,1,2018-09-30,16
1594,HI791682,XXXXX,C01,M,2017-05-01,2018-08-31 00:00:00,CA1,1,0_종일,10500,2_일반,3,1,2.0,2.2,0,2018-08-31,15
1597,HD434034,XXXXXX,C01,M,2017-05-01,2019-02-28 00:00:00,CA1,1,0_종일,10500,2_일반,6,2,5.0,4.090909090909091,1,2019-02-28,21
1602,PL353207,XXXXX,C03,M,2017-05-01,2019-02-28 00:00:00,CA1,1,2_야간,6000,2_일반,8,2,4.0,4.454545454545454,1,2019-02-28,21
1604,IK274884,XX,C02,M,2017-05-01,2018-10-31 00:00:00,CA1,1,1_주간,7500,2_일반,4,2,3.0,3.0,1,2018-10-31,17
1607,AS460655,XXXXX,C03,M,2017-05-01,2019-02-28 00:00:00,CA1,1,2_야간,6000,2_일반,7,2,4.0,3.8181818181818183,1,2019-02-28,21
1610,HI643983,XXXXX,C03,M,2017-05-01,2019-02-28 00:00:00,CA1,1,2_야간,6000,2_일반,8,1,3.0,3.4545454545454546,1,2019-02-28,21
1642,AS914290,XXXXXX,C01,M,2017-05-01,2019-01-31 00:00:00,CA1,1,0_종일,10500,2_일반,6,1,3.5,3.3,1,2019-01-31,20
1654,IK129813,XXXXX,C03,F,2017-05-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,2,2,2.0,2.0,0,2018-04-30,11
1655,TS724794,XXX,C01,F,2017-05-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,5,3,4.0,4.0,0,2018-05-31,12
1656,OA969891,XXXX,C03,F,2017-05-01,2018-05-31 00:00:00,CA1,1,2_야간,6000,2_일반,4,1,2.5,2.5,0,2018-05-31,12
1657,OA837154,XXXXX,C01,M,2017-05-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,4,1,2.5,2.5,1,2018-05-31,12
1658,GD454723,XXXXX,C02,F,2017-05-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,5,2,3.5,3.5,1,2018-05-31,12
1660,IK730851,XXXX,C01,M,2017-05-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,2,2,2.0,2.0,0,2018-05-31,12
1662,OA781309,XXX,C02,F,2017-05-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,3,2,2.5,2.5,0,2018-05-31,12
1663,AS834214,XXXXX,C01,M,2017-05-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,3,3,3.0,3.0,0,2018-05-31,12
1664,IK679292,XXXXX,C01,M,2017-05-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,4,1,2.5,2.5,0,2018-05-31,12
1665,HI914848,XXXX,C01,M,2017-05-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,3,2,2.5,2.5,0,2018-05-31,12
1666,IK602331,XXXXXX,C03,M,2017-05-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,2,2,2.0,2.0,0,2018-04-30,11
1667,PL923645,XXXX,C01,M,2017-05-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,2,2,2.0,2.0,0,2018-04-30,11
1668,OA273247,XXXXX,C01,M,2017-05-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,2,2,2.0,2.0,0,2018-04-30,11
1669,OA381877,XX,C01,F,2017-05-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,1,1,1.0,1.0,0,2018-04-30,11
1670,HI429448,XXX,C01,M,2017-05-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,5,5,5.0,5.0,0,2018-04-30,11
1672,HD338262,XXX,C01,F,2017-05-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,2,2,2.0,2.0,0,2018-04-30,11
1673,HD385904,XXXX,C03,F,2017-05-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,2,2,2.0,2.0,0,2018-04-30,11
1675,AS980426,XXX,C03,F,2017-05-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,4,4.0,4.0,0,2018-04-30,11
1676,IK460546,XXXXXX,C01,M,2017-05-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,4,4,4.0,4.0,0,2018-04-30,11
1679,TS649822,XXXX,C01,F,2017-05-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,1,1,1.0,1.0,0,2018-04-30,11
1680,AS582110,XXXXX,C02,F,2017-05-01,2018-04-30 00:00:00,CA1,1,1_주간,7500,2_일반,1,1,1.0,1.0,0,2018-04-30,11
1682,PL195051,XXXXX,C01,F,2017-05-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,3,3,3.0,3.0,0,2018-04-30,11
1685,PL987765,XXXX,C02,F,2017-05-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,4,3,3.5,3.5,1,2018-05-31,12
1686,AS030404,XXXX,C01,M,2017-05-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,1,1,1.0,1.0,0,2018-05-31,12
1687,AS756694,XXX,C01,F,2017-05-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,6,1,3.5,3.5,0,2018-05-31,12
1688,AS844339,XXXX,C01,M,2017-05-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,4,2,3.0,3.0,0,2018-05-31,12
1692,TS515377,XXXXXX,C02,F,2017-05-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,5,1,3.0,3.0,0,2018-05-31,12
1694,HD182637,XXXX,C03,M,2017-05-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,2,2,2.0,2.0,0,2018-04-30,11
1696,HD894390,XXXXX,C01,F,2017-05-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,2,2,2.0,2.0,0,2018-04-30,11
1697,GD296555,XXXX,C02,F,2017-05-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,4,1,2.5,2.5,0,2018-05-31,12
1698,AS925243,XXXXX,C01,F,2017-06-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,1,1,1.0,1.0,0,2018-04-30,10
1699,AS516396,XXXXX,C03,F,2017-06-01,2019-01-31 00:00:00,CA1,1,2_야간,6000,2_일반,7,2,5.0,4.5,1,2019-01-31,19
1700,OA308429,XXXX,C01,M,2017-06-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,3,3,3.0,3.0,0,2018-05-31,11
1702,PL471805,XXXX,C01,F,2017-06-01,2019-01-31 00:00:00,CA1,1,0_종일,10500,2_일반,7,1,3.0,3.5,1,2019-01-31,19
1704,GD763258,XXX,C01,M,2017-06-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,3,2,2.5,2.5,0,2018-05-31,11
1706,TS505679,XXXXX,C03,M,2017-06-01,2018-05-31 00:00:00,CA1,1,2_야간,6000,2_일반,4,3,3.5,3.5,0,2018-05-31,11
1711,AS571298,XXXX,C02,F,2017-06-01,2019-02-28 00:00:00,CA1,1,1_주간,7500,2_일반,6,2,4.0,3.727272727272727,1,2019-02-28,20
1712,PL576686,XXXX,C03,M,2017-06-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,2,2,2.0,2.0,0,2018-04-30,10
1714,IK164154,XX,C03,F,2017-06-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,2,2,2.0,2.0,0,2018-04-30,10
1715,PL632987,XXX,C02,F,2017-06-01,2018-04-30 00:00:00,CA1,1,1_주간,7500,2_일반,2,2,2.0,2.0,0,2018-04-30,10
1716,GD725111,XXX,C02,F,2017-06-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,2,1,1.5,1.5,0,2018-05-31,11
1718,HD508159,XXXXX,C03,F,2017-06-01,2018-05-31 00:00:00,CA1,1,2_야간,6000,2_일반,3,1,2.0,2.0,0,2018-05-31,11
1719,TS865598,XXXX,C01,F,2017-06-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,3,1,2.0,2.0,0,2018-05-31,11
1721,AS347661,XXX,C02,F,2017-06-01,2018-04-30 00:00:00,CA1,1,1_주간,7500,2_일반,2,2,2.0,2.0,0,2018-04-30,10
1722,OA053175,XXXX,C03,F,2017-06-01,2018-05-31 00:00:00,CA1,1,2_야간,6000,2_일반,5,2,3.5,3.5,1,2018-05-31,11
1723,PL681000,XXXX,C01,M,2017-06-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,4,2,3.0,3.0,0,2018-05-31,11
1725,GD283160,XXX,C01,F,2017-06-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,2,2,2.0,2.0,0,2018-04-30,10
1726,HI650178,XXXXX,C02,F,2017-06-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,3,2,2.5,2.5,0,2018-05-31,11
1728,TS669690,XX,C02,F,2017-06-01,2018-04-30 00:00:00,CA1,1,1_주간,7500,2_일반,1,1,1.0,1.0,0,2018-04-30,10
1729,OA681518,XXXX,C02,F,2017-06-01,2018-04-30 00:00:00,CA1,1,1_주간,7500,2_일반,1,1,1.0,1.0,0,2018-04-30,10
1730,GD087620,XXXXX,C01,F,2017-06-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,5,2,3.5,3.5,0,2018-05-31,11
1731,GD770166,XXXXX,C01,M,2017-06-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,1,1,1.0,1.0,0,2018-05-31,11
1735,IK604371,XXXXX,C01,M,2017-06-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,4,3,3.5,3.5,1,2018-05-31,11
1737,TS776409,XXX,C02,F,2017-06-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,3,2,2.5,2.5,0,2018-05-31,11
1743,IK025456,XXXXXX,C03,F,2017-06-01,2018-06-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,2,3.0,3.0,0,2018-06-30,12
1744,PL846767,XXXXX,C01,M,2017-06-01,2018-06-30 00:00:00,CA1,1,0_종일,10500,2_일반,3,1,3.0,2.3333333333333335,0,2018-06-30,12
