customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,max,min,median,mean,routine_flg,calc_date,membership_period,start_date_month
OA994859,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,9,3,5.0,5.5,1,2019-04-30,47,201505
PL221419,XXXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,9,3,5.5,5.5,1,2019-04-30,47,201505
HI570349,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,7,2,5.0,4.916666666666667,1,2019-04-30,47,201505
TS945284,XXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,7,3,4.5,4.583333333333333,1,2019-04-30,47,201505
PL152568,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,8,2,5.0,4.666666666666667,1,2019-04-30,47,201505
GD967749,XXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,8,3,4.5,4.666666666666667,1,2019-04-30,47,201505
HI635742,XXXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,6,2,4.5,4.416666666666667,1,2019-04-30,47,201505
AS970810,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,6,2,4.0,4.333333333333333,1,2019-04-30,47,201505
GD163149,XXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,8,2,5.0,4.916666666666667,1,2019-04-30,47,201505
HD124700,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,8,2,4.0,4.5,1,2019-04-30,47,201505
HD349501,XX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,8,1,5.0,4.833333333333333,1,2019-04-30,47,201505
GD126553,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.333333333333333,1,2019-04-30,47,201505
AS926104,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,6,3,4.5,4.416666666666667,1,2019-04-30,47,201505
GD360440,XXXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,6,1,5.0,4.5,1,2019-04-30,47,201505
IK701555,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,6,1,5.0,4.75,1,2019-04-30,47,201505
AS777651,XXXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,7,2,3.5,4.166666666666667,1,2019-04-30,47,201505
PL241896,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,7,2,4.0,4.333333333333333,1,2019-04-30,47,201505
PL920046,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,8,2,4.0,4.333333333333333,1,2019-04-30,47,201505
PL367795,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,1,4.0,3.4166666666666665,1,2019-04-30,46,201506
HI324110,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,1,3.0,3.4166666666666665,1,2019-04-30,46,201506
OA630902,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,8,3,5.0,4.666666666666667,1,2019-04-30,46,201506
GD292781,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,7,2,5.0,4.666666666666667,1,2019-04-30,46,201506
PL912172,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,2,4.5,4.5,1,2019-04-30,46,201506
HI582217,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,4.5,4.666666666666667,1,2019-04-30,46,201506
TS038130,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,2,5.0,4.75,1,2019-04-30,46,201506
TS200932,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,2,5.0,4.916666666666667,1,2019-04-30,46,201506
GD728611,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,6,1,3.5,3.8333333333333335,1,2019-04-30,46,201506
HI525851,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,8,2,4.5,4.833333333333333,1,2019-04-30,46,201506
PL540895,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,2,4.5,4.666666666666667,1,2019-04-30,46,201506
PL410964,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,1,4.0,4.25,1,2019-04-30,46,201506
HI728364,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,2,4.0,4.25,1,2019-04-30,46,201506
HI373547,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,2,3.0,4.0,1,2019-04-30,46,201506
GD489678,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,9,2,4.5,4.75,1,2019-04-30,46,201506
OA504016,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,6,2,4.0,3.8333333333333335,1,2019-04-30,46,201506
IK124414,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,8,4,5.0,5.083333333333333,1,2019-04-30,46,201506
IK351897,XXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,8,2,4.0,4.333333333333333,1,2019-04-30,46,201506
TS273269,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,5,1,3.5,3.1666666666666665,1,2019-04-30,46,201506
IK055692,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,5,5.5,5.666666666666667,1,2019-04-30,46,201506
TS035920,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,2,5.0,4.75,1,2019-04-30,46,201506
GD555235,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,1,4.5,4.333333333333333,1,2019-04-30,46,201506
AS099984,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,2,4.5,4.5,1,2019-04-30,46,201506
TS471939,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.916666666666667,1,2019-04-30,46,201506
OA931227,XXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,6,3,5.0,4.5,1,2019-04-30,46,201506
HD455858,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,3,5.0,4.916666666666667,1,2019-04-30,46,201506
PL487301,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,1,5.0,4.583333333333333,1,2019-04-30,46,201506
GD813654,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,8,1,5.0,4.5,1,2019-04-30,46,201506
HD378274,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,6,2,4.5,4.333333333333333,1,2019-04-30,46,201506
OA236156,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,2,3.5,4.083333333333333,1,2019-04-30,46,201506
PL889178,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,5,1,4.0,3.75,1,2019-04-30,46,201506
OA776086,XXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,5,2,3.5,3.5,1,2019-04-30,46,201506
AS677821,XXXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,2,4.0,3.9166666666666665,1,2019-04-30,46,201506
OA818666,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,9,3,4.0,5.083333333333333,1,2019-04-30,46,201506
PL342449,XX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,7,1,4.0,4.166666666666667,1,2019-04-30,46,201506
PL825454,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,4.0,4.416666666666667,1,2019-04-30,46,201506
TS437647,XXXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,8,1,5.0,4.666666666666667,1,2019-04-30,46,201506
HI146430,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,1,5.0,4.583333333333333,1,2019-04-30,46,201506
GD437531,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,1,4.5,4.416666666666667,1,2019-04-30,46,201506
OA103624,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.166666666666667,1,2019-04-30,46,201506
OA933190,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,4.5,4.583333333333333,1,2019-04-30,46,201506
IK624416,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,3,4.0,4.083333333333333,1,2019-04-30,46,201506
GD212992,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,9,3,5.0,5.25,1,2019-04-30,46,201506
IK999272,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5,2,4.0,3.9166666666666665,1,2019-04-30,46,201506
GD163914,XXXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,5,1,4.0,3.8333333333333335,1,2019-04-30,46,201506
PL400479,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,6,2,4.0,4.166666666666667,1,2019-04-30,46,201506
PL942936,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,3,5.0,4.583333333333333,1,2019-04-30,46,201506
IK006139,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.333333333333333,1,2019-04-30,46,201506
IK902787,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,2,4.5,4.083333333333333,1,2019-04-30,46,201506
PL815569,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,6,2,4.5,4.25,1,2019-04-30,46,201506
HI216184,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,2,4.0,4.0,1,2019-04-30,46,201506
HI965956,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,3,5.0,4.666666666666667,1,2019-04-30,46,201506
OA225076,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,1,4.5,4.333333333333333,1,2019-04-30,46,201506
TS106731,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,2,5.0,4.416666666666667,1,2019-04-30,46,201506
HI228454,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,8,2,4.0,4.583333333333333,1,2019-04-30,46,201506
HI900494,XX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,8,3,6.0,5.75,1,2019-04-30,46,201506
PL456313,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,1,3.5,3.75,1,2019-04-30,46,201506
PL779242,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,3,4.0,4.5,1,2019-04-30,46,201506
TS959961,XXXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,3,5.0,5.0,1,2019-04-30,46,201506
AS099118,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,1,5.0,4.5,1,2019-04-30,46,201506
IK331136,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,6,2,4.0,4.416666666666667,1,2019-04-30,46,201506
AS834706,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.75,1,2019-04-30,46,201506
TS179365,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,6,2,4.0,3.9166666666666665,1,2019-04-30,46,201506
AS614421,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,5.5,5.083333333333333,1,2019-04-30,46,201506
OA747936,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.25,1,2019-04-30,46,201506
PL494564,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,7,3,4.0,4.416666666666667,1,2019-04-30,46,201506
AS299544,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,6,2,4.0,4.083333333333333,1,2019-04-30,46,201506
OA261861,XXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,8,1,5.5,5.416666666666667,1,2019-04-30,46,201506
HD120698,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.833333333333333,1,2019-04-30,46,201506
HI328204,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,8,2,5.5,5.083333333333333,1,2019-04-30,45,201507
IK695797,XXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,6,1,4.5,3.8333333333333335,1,2019-04-30,45,201507
HI778223,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,7,2,4.5,4.25,1,2019-04-30,45,201507
GD235669,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,2,4.5,4.666666666666667,1,2019-04-30,45,201507
AS637476,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,5,3,4.5,4.25,1,2019-04-30,45,201507
AS171994,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,3,5.0,4.583333333333333,1,2019-04-30,45,201507
PL245159,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,5.0,4.416666666666667,1,2019-04-30,45,201507
GD470986,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,1,4.5,4.083333333333333,1,2019-04-30,45,201507
HD287652,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,3,4.0,4.333333333333333,1,2019-04-30,45,201507
AS933597,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,1,3.5,3.9166666666666665,1,2019-04-30,45,201507
PL787344,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,6,1,3.0,3.3333333333333335,1,2019-04-30,45,201507
IK313475,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,7,3,5.5,5.583333333333333,1,2019-04-30,45,201507
OA986961,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,3,4.0,4.666666666666667,1,2019-04-30,45,201507
OA266742,XXXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,8,3,5.5,5.583333333333333,1,2019-04-30,45,201507
IK461411,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,5.0,4.833333333333333,1,2019-04-30,45,201507
TS244750,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,3,4.0,4.75,1,2019-04-30,45,201507
OA753193,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,2,5.0,4.666666666666667,1,2019-04-30,45,201507
GD084870,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,6,2,4.5,4.166666666666667,1,2019-04-30,45,201507
HD453390,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,7,2,4.0,4.0,1,2019-04-30,45,201507
GD138948,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,8,1,5.0,4.916666666666667,1,2019-04-30,45,201507
TS673226,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,8,3,4.0,4.75,1,2019-04-30,45,201507
IK357051,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,2,4.0,4.25,1,2019-04-30,45,201507
HI859298,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,5,1,4.0,3.8333333333333335,1,2019-04-30,45,201507
AS065870,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,3,4.0,4.666666666666667,1,2019-04-30,45,201507
GD700613,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,4.0,4.0,1,2019-04-30,45,201507
TS554037,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,7,2,5.0,4.833333333333333,1,2019-04-30,45,201507
PL827485,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,1,4.0,4.416666666666667,1,2019-04-30,45,201507
AS828426,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,1,4.0,4.166666666666667,1,2019-04-30,45,201507
GD009242,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,5.0,4.75,1,2019-04-30,45,201507
HI092194,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,9,3,4.5,4.833333333333333,1,2019-04-30,45,201507
PL812388,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,7,2,5.0,4.416666666666667,1,2019-04-30,45,201507
OA025439,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,8,2,4.0,4.583333333333333,1,2019-04-30,45,201507
TS023216,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,8,1,4.0,4.25,1,2019-04-30,45,201507
TS440617,XXXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,5.0,4.666666666666667,1,2019-04-30,45,201507
HI525283,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,4,5.0,4.833333333333333,1,2019-04-30,45,201507
GD812702,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,1,5.0,4.416666666666667,1,2019-04-30,45,201507
IK560941,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,6,3,5.0,4.666666666666667,1,2019-04-30,45,201507
GD914874,XXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,8,3,4.0,4.666666666666667,1,2019-04-30,45,201507
AS726714,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,6,2,4.5,4.333333333333333,1,2019-04-30,45,201507
HI639424,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,8,1,5.5,4.833333333333333,1,2019-04-30,45,201507
OA310354,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.5,1,2019-04-30,45,201507
HI720107,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,1,5.0,4.583333333333333,1,2019-04-30,45,201507
HD296157,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,2,4.0,4.25,1,2019-04-30,45,201507
AS015315,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.833333333333333,1,2019-04-30,45,201507
HD625027,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,8,3,5.0,4.75,1,2019-04-30,45,201507
HI323901,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.833333333333333,1,2019-04-30,45,201507
TS614929,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,6,3,4.5,4.416666666666667,1,2019-04-30,45,201507
AS868124,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,2,5.5,4.916666666666667,1,2019-04-30,45,201507
HI499195,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,2,3.0,3.6666666666666665,1,2019-04-30,45,201507
PL445190,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,5,2,4.0,3.8333333333333335,1,2019-04-30,45,201507
PL117922,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,7,1,3.0,3.9166666666666665,1,2019-04-30,45,201507
GD837157,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,7,2,6.0,5.416666666666667,1,2019-04-30,45,201507
OA375487,XXXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,6,1,4.5,4.083333333333333,1,2019-04-30,45,201507
PL863573,XXXXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.166666666666667,1,2019-04-30,44,201508
IK155697,XXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,6,1,5.0,4.25,1,2019-04-30,44,201508
AS132988,XXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,7,2,5.5,5.333333333333333,1,2019-04-30,44,201508
HI708658,XXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,7,1,4.0,4.166666666666667,1,2019-04-30,44,201508
TS223691,XXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,6,2,4.0,4.083333333333333,1,2019-04-30,44,201508
OA823412,XXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,8,3,6.0,5.5,1,2019-04-30,44,201508
OA545809,XXXXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,6,3,4.0,4.333333333333333,1,2019-04-30,44,201508
AS386696,XX,C02,F,2015-08-01,,CA1,0,1_주간,7500,2_일반,6,2,4.0,4.0,1,2019-04-30,44,201508
IK219142,XXXX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,7,2,4.5,4.75,1,2019-04-30,44,201508
HI428108,XXXXX,C02,F,2015-08-01,,CA1,0,1_주간,7500,2_일반,8,3,5.0,5.0,1,2019-04-30,44,201508
